formulas,species,rsq,rsq_full
"poly(TP5_19, 2) + poly(TP5_1, 2) + poly(TR5_1, 2) + poly(SLP_1, 2) + poly(TLC_7, 2)",sp_richness,0.10070214638351516,0.3993076639216253
"poly(TLC_7, 2) + poly(PLC_7, 2) + poly(TWI_15, 2) + poly(SLP_15, 2) + poly(TR5_15, 2)",sp_richness,0.14501394098131726,0.39996865693148953
"poly(HLI_19, 2) + poly(TLC_7, 2) + poly(TR5_1, 2) + poly(MDI_3, 2) + poly(PLC_19, 2)",sp_richness,0.19302107583838957,0.4169285492155399
"poly(TR5_3, 2) + poly(SLP_19, 2) + poly(TR5_15, 2) + poly(SLP_3, 2) + poly(PLC_19, 2)",sp_richness,0.112961510313629,0.41274103262760553
"poly(PLC_7, 2) + poly(SLP_1, 2) + poly(MDI_1, 2) + poly(TWI_19, 2) + poly(MDI_3, 2)",sp_richness,0.1324950818459486,0.421001676317068
"poly(SLP_7, 2) + poly(HLI_3, 2) + poly(MDI_19, 2) + poly(PLC_7, 2) + poly(TWI_15, 2)",sp_richness,0.23593342545782814,0.4282860834561092
"poly(VR3_19, 2) + poly(HLI_15, 2) + poly(TLC_7, 2) + poly(MDI_1, 2) + poly(TLC_3, 2)",sp_richness,0.19029507858230532,0.39799626826589063
"poly(SLP_1, 2) + poly(HLI_3, 2) + poly(VR3_3, 2) + poly(MDI_3, 2) + poly(TWI_7, 2)",sp_richness,0.23745442367308678,0.4231717192145783
"poly(TLC_7, 2) + poly(VR3_7, 2) + poly(TLC_15, 2) + poly(MDI_15, 2) + poly(TWI_19, 2)",sp_richness,0.1395685041212662,0.3791887648991179
"poly(TR5_1, 2) + poly(HLI_1, 2) + poly(TWI_19, 2) + poly(PLC_7, 2) + poly(TWI_3, 2)",sp_richness,0.17556276152645756,0.42439138274802424
"poly(MDI_7, 2) + poly(TLC_19, 2) + poly(VR3_19, 2) + poly(TP5_15, 2) + poly(HLI_1, 2)",sp_richness,0.21876805405488964,0.4000777757369427
"poly(TLC_3, 2) + poly(TR5_15, 2) + poly(TWI_7, 2) + poly(TP5_15, 2) + poly(TWI_15, 2)",sp_richness,0.14329742234354448,0.4061383105008113
"poly(TR5_7, 2) + poly(VR3_15, 2) + poly(TLC_3, 2) + poly(TR5_19, 2) + poly(TR5_15, 2)",sp_richness,0.08623981409738213,0.40749179351694387
"poly(MDI_19, 2) + poly(TWI_7, 2) + poly(TLC_19, 2) + poly(PLC_15, 2) + poly(TLC_7, 2)",sp_richness,0.15180144749566182,0.35997114244870776
"poly(MDI_15, 2) + poly(TR5_1, 2) + poly(SLP_3, 2) + poly(VR3_15, 2) + poly(TR5_19, 2)",sp_richness,0.12706902509229756,0.43356587928786017
"poly(TLC_7, 2) + poly(TR5_7, 2) + poly(SLP_19, 2) + poly(MDI_7, 2) + poly(SLP_1, 2)",sp_richness,0.1305852961799222,0.4318025310151947
"poly(MDI_7, 2) + poly(VR3_15, 2) + poly(TLC_7, 2) + poly(TLC_19, 2) + poly(TLC_15, 2)",sp_richness,0.11165946552018946,0.34598181040563547
"poly(PLC_7, 2) + poly(HLI_7, 2) + poly(TR5_15, 2) + poly(VR3_7, 2) + poly(TLC_15, 2)",sp_richness,0.14199587398262503,0.43482266165203876
"poly(SLP_3, 2) + poly(TR5_15, 2) + poly(SLP_1, 2) + poly(SLP_7, 2) + poly(TR5_7, 2)",sp_richness,0.07107224315722516,0.4154868573322166
"poly(HLI_19, 2) + poly(TLC_15, 2) + poly(TLC_3, 2) + poly(TWI_1, 2) + poly(TLC_19, 2)",sp_richness,0.15370673771269872,0.39576991109023296
"poly(VR3_7, 2) + poly(TR5_15, 2) + poly(TR5_19, 2) + poly(SLP_7, 2) + poly(HLI_7, 2)",sp_richness,0.13269758037025114,0.4318190134876867
"poly(VR3_3, 2) + poly(SLP_1, 2) + poly(TWI_15, 2) + poly(TP5_15, 2) + poly(TP5_3, 2)",sp_richness,0.13884554727134213,0.39686950481061
"poly(VR3_19, 2) + poly(MDI_7, 2) + poly(TLC_3, 2) + poly(TLC_19, 2) + poly(TLC_1, 2)",sp_richness,0.11487416391543559,0.3473106831741586
